"electorate","constituency_code","candidate_code","ballot_position","candidate_name_eng","candidate_name_dari","candidate_name_pashto","candidate_gender","party_name_dari","party_eng_transliterated","party_eng_translated","registered_party_number","preliminary_winner","final_winner","past_winners","prelim_winner_2010","final_winner_2010","past_winners_matched_to_2010_codes","final_winner_2005","past_winners_matched_to_2005_codes"
"General","G-19","19-1381-50",24,"Farid Ahmad Ayoubi","فرید احمد ایوبی ","فرید احمد ایوبی ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1533-46",25,"Obaidullah Qazizada","عبیدالله قاضی زاده","عبیدالله قاضی زاده","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1033-85",27,"Ziulhaq Aaqtash","ضیاالحق آقتاش","ضیاالحق آقتاش","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1133-65",28,"Saranwal Barat Mohammad Omarkhel","څارنوال برات محمد عمرخیل ","څارنوال برات محمد عمرخیل ","M","حزب اسالمی افغانستان","Hezb-e Islami Afghanistan","Islamic Party of Afghanistan","26","NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1321-18",29,"Sultan Sultani","سلطان سلطانی","سلطان سلطانی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1477-45",30,"Sayed Nematullah Sadat","سید  نعمت الله سادات","سید  نعمت الله سادات","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1141-13",31,"Eng Mohammaduddin Hamdard","انجنیر محمدالدین همدرد ","انجنیر محمدالدین همدرد ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"YES","YES",NA,NA,NA,NA,NA,NA
"General","G-19","19-1142-9",32,"Shah Khan Shirzad","شاه خان شیرزاد ","شاه خان شیرزاد ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"YES","YES",NA,NA,NA,NA,NA,NA
"General","G-19","19-1429-27",33,"Allah Nazar Nazari Turkman","الله نظر نظری ترکمن ","الله نظر نظری ترکمن ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1006-92",34,"Bibi Kubra Shahidzada","بی بی کبرا شهیدزاده ","بی بی کبرا شهیدزاده ","F",NA,NA,NA,NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1305-1",35,"Shukria Paikan","شکریه پیکان ","شکریه پیکان ","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO","Yes","Yes","Yes",8352209,NA,NA
"General","G-19","19-1529-50",36,"Marzia Rustami","مرضیه رستمی","مرضیه رستمی","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1186-4",37,"Mirza Mohammad Laghmani","میرزا محمد لغمانی ","میرزا محمد لغمانی ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1313-66",38,"Sayed Parwiz Sadat","سید پرویز سادات ","سید پرویز سادات ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1685-3",39,"Haji Zekrya Zarifi","حاجی ذکریا ظریفی ","حاجی ذکریا ظریفی ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1505-7",40,"Gen Abdul Hadi Aimaq","جنرال عبدالهادی ایماق","جنرال عبدالهادی ایماق","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1233-96",41,"Mohammad Gull Sahebzada","محمد گل صاحب زاده ","محمد گل صاحب زاده ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1901-1194-13",42,"Zabiullah Majidi","ذبیح الله  مجیدی","ذبیح الله  مجیدی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1314-38",43,"Jamiullah Pasoon Zakhel"," جمیع الله پاڅون زاخیل "," جمیع الله پاڅون زاخیل ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1193-63",44,"Abdul Rahman Baryalai Fazel","عبدالرحمن بریالی فضل ","عبدالرحمن بریالی فضل ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1509-51",45,"Haji Mohebullah Ibrahimkhel","حاجی محب الله ابراهیم خیل","حاجی محب الله ابراهیم خیل","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1609-1115",46,"Mohammad Shafiq Gheljai","محمد شفیق غلجی","محمد شفیق غلجی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1445-72",47,"Alhaj Sarnpoh Abdul Hai Dehlawi","الحاج څارنپوعبدالحی دهلوی","الحاج څارنپوعبدالحی دهلوی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1637-36",48,"Samiullah Qatra","سمیع الله قطره ","سمیع الله قطره ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1149-35",49,"Fazel Karim Aimalq","فضل کریم ایماق ","فضل کریم ایماق ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"YES","YES",NA,NA,NA,NA,NA,NA
"General","G-19","19-1094-40",50,"Kamela Ibrahimi","کامله ابراهیمی","کامله ابراهیمی","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1001-83",51,"Ustad Najibullah Nejat"," استاد نجیب الله نجات"," استاد نجیب الله نجات","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1338-59",52,"Parwin Rahimi","پروین رحیمی","پروین رحیمی","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1073-80",53,"Safiullah Barnaw","صفی الله برنو ","صفی الله برنو ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1253-61",54,"Frozan Gochli","فروزان گوچلی","فروزان گوچلی","F","حزب جنبش ملی اسلامی افغانستان","Hezb-e Junbish-e Milli Islami Afghanistan","Nationalist Movement Party of Afghanistan","24","NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1697-40",55,"Samiullah Amiri","سمیع الله امیری ","سمیع الله امیری ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1225-44",56,"Mirwais Ahmadzai","میرویس احمدزی","میرویس احمدزی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1197-28",57,"Nooruddin Beg","نورالدین بیگ","نورالدین بیگ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1901-1330-20",58,"Habibullah Hashemi Qarloq","حبیب الله هاشمی قرلق","حبیب الله هاشمی قرلق","M","حزب جنبش ملی اسلامی افغانستان","Hezb-e Junbish-e Milli Islami Afghanistan","Nationalist Movement Party of Afghanistan","24","NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1002-48",59,"Mohammad Nayem Makhdom","محمد نعیم مخدوم","محمد نعیم مخدوم","M","حزب وحدت اسالمی مردم افغانستان","Hezb-e Wahdat Islami Mardum-e Afghanistan","Islamic Unity Party of Afghanistan","22","NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1398-20",60,"Eng Hamidullah Hamidi","انجنیر حمیدالله حمیدی ","انجنیر حمیدالله حمیدی ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1289-88",61,"Abdul Ghafoor Qayoumi","عبدالغفور قیومی","عبدالغفور قیومی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1265-30",62,"Alhaj Abdul Rauf Ibrahimi","الحاج عبدالروف ابراهیمی ","الحاج عبدالروف ابراهیمی ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"YES","YES",NA,NA,NA,NA,NA,NA
"General","G-19","19-1337-64",63,"Abdul Rauf Hamid","عبدالروف حمید ","عبدالروف حمید ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1541-71",64,"Ghullam Ali Shirzai","غلام علی شیرزی","غلام علی شیرزی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1461-54",65,"Amanullah Amiri","امان الله امیری ","امان الله امیری ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1561-30",66,"Abdul Mutaleb Folad Hamdard","عبدالمطلب فولاد  همدرد","عبدالمطلب فولاد  همدرد","M","حزب جنبش ملی اسلامی افغانستان","Hezb-e Junbish-e Milli Islami Afghanistan","Nationalist Movement Party of Afghanistan","24","NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1226-56",67,"Dr Fatema Aziz","داکتر فاطمه عزیز","داکتر فاطمه عزیز","F","مستقل / خپلواک","Mustaqil","Independent",NA,"YES","YES","Yes","Yes","Yes",8352210,"Yes","17-55-0071"
"General","G-19","19-1285-90",68,"Ghullam Sakhi Arab"," غلام سخی عرب"," غلام سخی عرب","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1593-12",69,"Haji Mohammad Amin Azimi","حاجی محمد امین   عظیمی","حاجی محمد امین   عظیمی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1281-42",70,"Ustad Abdul Saboor Ghafoori","استاد عبدالصبور غفوری","استاد عبدالصبور غفوری","M","حزب متحد ملی افغانستان","Hezb-e Motahid-e Milli Afghanistan","National United Party of Afghanistan","2","NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1333-97",71,"Dr Sayed Shah Waseq","دوکتر سید شاه واثق ","دوکتر سید شاه واثق ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1061-5",72,"Bashir Mohammad Khan","بشیر محمد خان ","بشیر محمد خان ","M","د افغانستان د ملی وحدت ولسی تحریک","De Afghanistan de Milli Wahdat Wolesi Tahrik","National Unity and Public Movement Party of Afghanistan","12","NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1045-52",73,"Muzhgan Arzbigi","مژگان عرضبیگی","مژگان عرضبیگی","F","حزب جنبش ملی اسلامی افغانستان","Hezb-e Junbish-e Milli Islami Afghanistan","Nationalist Movement Party of Afghanistan","24","NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1038-1106",74,"Farid Ahmad Kakar","فرید احمد کاکر","فرید احمد کاکر","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1433-62",75,"Saiba Safi Yousufi","صبیه صافی  یوسفی","صبیه صافی  یوسفی","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1093-86",76,"Abdul Qadr Hussainkhel","عبدالقدر حسین خیل","عبدالقدر حسین خیل","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1173-31",77,"Mohammad Omer Aaqtash","محمد عمر آقتاش","محمد عمر آقتاش","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1125-89",78,"Ghullam ali Ghazi","غلام علی غازی ","غلام علی غازی ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1297-70",79,"Basira Rasooli","بصیره رسولی","بصیره رسولی","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1397-6",80,"Rahmatullah Saber","رحمت الله صابر","رحمت الله صابر","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1082-95",81,"Nahid Quraishi","ناهید قریشی","ناهید قریشی","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1169-23",82,"Abdul Samad Bahman","عبدالصمد بهمن","عبدالصمد بهمن","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1437-19",83,"Azizullah Amiri","عزیز الله امیری","عزیز الله امیری","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1665-57",84,"Abdul Qudos Zarifi","عبدالقدوس ظریفی","عبدالقدوس ظریفی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1382-51",85,"Nazukmir Akbari","نازکمیر اکبری ","نازکمیر اکبری ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1009-67",86,"Emam Reza Naseri","امام رضا ناصری ","امام رضا ناصری ","M","حزب محاذ ملی اسالمی افغانستان","Hezb-e Mahaz-e Milli Islami Afghanistan","National Islamic Front Party of Afghanistan","10","NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1290-81",87,"Sayed Zabiullah Hashemi","سید ذبیح الله هاشمی ","سید ذبیح الله هاشمی ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1274-25",88,"Alhaj Mohammad Sami Aimaq","الحاج محمد سمیع ایماق","الحاج محمد سمیع ایماق","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1537-14",89,"Abdul Nazir Haidari","عبدالنذیر   حیدری","عبدالنذیر   حیدری","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1062-47",90,"Abdul Basir Zomar","عبدالبصیر  زومر","عبدالبصیر  زومر","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-20","20-1329-1009",1,"Mohammad Sheja","محمد  شجاعی ","محمد  شجاعی ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-20","20-1545-2039",2,"Masooma Hassani","معصومه حسنی ","معصومه حسنی ","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-20","20-1185-1006",3,"Ustad Mahbooba Rahmat","استاد محبوبه رحمت","استاد محبوبه رحمت","F","مستقل / خپلواک","Mustaqil","Independent",NA,"YES","YES",NA,NA,NA,NA,NA,NA
"General","G-20","20-1021-2051",4,"Maroof Faqiri","معروف فقیری","معروف فقیری","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-20","20-1325-2037",5,"Ghullam Haidar Murad","غلام حیدر مراد","غلام حیدر مراد","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-20","20-1341-3017",6,"Mohammad Essa Mohammadi","محمدعیسی محمدی","محمدعیسی محمدی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-20","20-1033-3015",7,"Hafizullah Muradi ","حفیظ الله مرادی","حفیظ الله مرادی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-20","20-1305-2047",8,"Hussain ali Khalil Dara-e-Sofi","حسین علی خلیل دره صوفی ","حسین علی خلیل دره صوفی ","M","حزب وحدت اسالمی مردم افغانستان","Hezb-e Wahdat Islami Mardum-e Afghanistan","Islamic Unity Party of Afghanistan","22","NO","NO",NA,NA,NA,NA,NA,NA
"General","G-20","20-1265-2048",9,"Attaullah Mohebi","عطاالله محبی","عطاالله محبی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-20","20-1266-2049",10,"Baaz Mohammad Wakilzada","باز محمد وکیل زاده ","باز محمد وکیل زاده ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-20","20-1142-1021",11,"Mohammad Ibrahim Aimaq","محمد ابراهیم ایماق","محمد ابراهیم ایماق","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-20","20-1094-2041",12,"Farzana Samad Rahimi","فرزانه صمد رحیمی","فرزانه صمد رحیمی","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-20","20-1193-2",13,"Mohammad Reza Shahi","محمد رضاهاشمی","محمد رضاهاشمی","M","حزب وحدت اسالمی افغانستان","Hezb-e Wahdat Islami Afghanistan","Islamic Unity Party of Afghanistan","5","NO","NO",NA,NA,NA,NA,NA,NA
"General","G-20","20-1337-3019",14,"Faisal Jamal","فیصل جمال ","فیصل جمال ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-20","20-1082-2028",15,"Khatol Shirzai","خاتول شیرزوی ","خاتول شیرزوی ","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-20","20-1541-4",16,"Sayed Aqa Hussain Hashemi","سید آقا حسین هاشمی ","سید آقا حسین هاشمی ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
