"electorate","constituency_code","candidate_code","ballot_position","candidate_name_eng","candidate_name_dari","candidate_name_pashto","preliminary_winner","candidate_gender","party_name_dari","party_eng_transliterated","party_eng_translated","registered_party_number","past_winners","prelim_winner_2010","final_winner_2010","past_winners_matched_to_2010_codes","final_winner_2005","past_winners_matched_to_2005_codes"
"General","G-16","16-1157-46",15,"Dr Rita Ali","ډاکتر ریتا علی","ډاکتر ریتا علی","NO","F","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-16","16-1141-1070",16,"Mohammad Osman Nooristani","محمد عثمان نورستانی","محمد عثمان نورستانی","NO","M","حزب اسالمی افغانستان","Hezb-e Islami Afghanistan","Islamic Party of Afghanistan","26",NA,NA,NA,NA,NA,NA
"General","G-16","16-1009-24",17,"Jamila Nooristani","جمیله نورستانی","جمیله نورستانی","NO","F","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-16","16-1265-1066",18,"Sonik Sana Shormaach Nooristani","سونیک ثنا شورماچ نورستانی","سونیک ثنا شورماچ نورستانی","NO","F","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1541-2",1,"Abdul Latif Pedram","عبداللطیف پدرام","عبداللطیف پدرام","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,"Yes","Yes","Yes",2233843,NA,NA
"General","G-17","17-1545-56",2,"Sultan Mohammad Awrang","سلطان محمد اورنگ","سلطان محمد اورنگ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1581-26",3,"Alhaj Baaz Mohammad Ahmadi","الحاج باز محمد احمدی","الحاج باز محمد احمدی","NO","F","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1441-16",4,"Safiullah Muslim","صفی الله  مسلم ","صفی الله  مسلم ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,"Yes","Yes","Yes",2233813,NA,NA
"General","G-17","17-1082-21",5,"Abdul Saboor Sahib","عبدالصبور  صهیب","عبدالصبور  صهیب","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1321-5",6,"Mustafa Qul Mirzad","مصطفی قل    میرزاده","مصطفی قل    میرزاده","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1297-17",7,"Shah Abdul Ahad Afzali","شاه عبد الاحد  افضلی","شاه عبد الاحد  افضلی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,"Yes","Yes","Yes",12536497,NA,NA
"General","G-17","17-1077-14",8,"Hafizullah Hamgam","حفیظ الله همگام ","حفیظ الله همگام ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1329-75",9,"Ziauddin Waseq","ضیا الدین  واثق","ضیا الدین  واثق","NO","M","حزب اسالمی افغانستان","Hezb-e Islami Afghanistan","Islamic Party of Afghanistan","26",NA,NA,NA,NA,NA,NA
"General","G-17","17-1405-44",10,"Qurban Ali Hamzi","قربانعلی همزی","قربانعلی همزی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1226-55",11,"Abdul Basir Sarwari","عبدالبصیر سروری","عبدالبصیر سروری","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1382-11",12,"Nazri Mohammad Niromand","نذری محمد  نیرومند","نذری محمد  نیرومند","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1477-79",13,"Sadiqa Adib","صادقه  ادیب","صادقه  ادیب","YES","F","حزب جنبش ملی اسلامی افغانستان","Hezb-e Junbish-e Milli Islami Afghanistan","Nationalist Movement Party of Afghanistan","24",NA,NA,NA,NA,NA,NA
"General","G-17","17-1150-66",14,"Mohammad Ismail","محمداسماعیل","محمداسماعیل","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1697-54",15,"Sayed Umran","سید عمران","سید عمران","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1142-30",16,"Abdul Samad Yaftali","عبد الصمد یفتلی","عبد الصمد یفتلی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1577-31",17,"Baba Jaan Hussaini","بابا جان حسینی","بابا جان حسینی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1313-12",18,"Dr Ahmad Zia Yaftali","داکتر احمد ضیاء یفتلی","داکتر احمد ضیاء یفتلی","YES","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1029-25",19,"Haji Mohammad Zaher Yaftali","حاجی محمدظاهر یفتلی","حاجی محمدظاهر یفتلی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1505-60",20,"Amir Shah Daakhanda","امیر شاه داخنده","امیر شاه داخنده","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1593-42",21,"Abdul Naser Ansar","عبدالناصر انصار","عبدالناصر انصار","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1174-50",22,"Salahuddin Nazari","صلاح الدین  نظری","صلاح الدین  نظری","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1445-46",23,"Mawlawi Zabiullah Attiq","مولوی ذبیح الله عتیق","مولوی ذبیح الله عتیق","YES","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1305-13",24,"Amruddin Yamin","امر الدین یمین","امر الدین یمین","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1429-53",25,"Alhaj Safar Mohammad Mubarez","الحاج صفر محمد مبارز","الحاج صفر محمد مبارز","NO","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1073-71",26,"Sayed Haidar Haidari","سید حیدر  حیدری","سید حیدر  حیدری","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1681-73",27,"Musa Sultani","موسی سلطانی","موسی سلطانی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1173-34",28,"Sayed Qamaruddin","سید قمرالدین","سید قمرالدین","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1126-52",29,"Abdul Mosawer Obaid","عبدالمصور عبید","عبدالمصور عبید","NO","M","حزب جنبش ملی اسلامی افغانستان","Hezb-e Junbish-e Milli Islami Afghanistan","Nationalist Movement Party of Afghanistan","24",NA,NA,NA,NA,NA,NA
"General","G-17","17-1265-29",30,"Saifullah Sharifi","سیف الله شریفی","سیف الله شریفی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1001-72",31,"Mohammad Amin Khuramji","محمدامین خرمجی","محمدامین خرمجی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1434-63",32,"Abdul Jabar Forqani","عبدالجبار فرقانی","عبدالجبار فرقانی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1266-43",33,"Dr Attiqullah Basiri","داکتر عتیق الله بصیری","داکتر عتیق الله بصیری","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1218-38",34,"Mawla Nazar Haqdost","مولا نظر حق دوست","مولا نظر حق دوست","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1601-80",35,"Amanuddin Atef","امان الدین عاطف","امان الدین عاطف","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1161-3",36,"Mohammad Islam Yaftali","محمد اسلام یفتلی","محمد اسلام یفتلی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1158-19",37,"Marzia Ahmadi","مرضیه احمدی","مرضیه احمدی","NO","F","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1273-24",38,"Mohammad Zekrya Sawda","محمد ذکریا سودا","محمد ذکریا سودا","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,"Yes","Yes","Yes",2233812,NA,NA
"General","G-17","17-1326-65",39,"Ziaulhaq Burhani","ضیا الحق برهانی","ضیا الحق برهانی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1181-48",40,"Alhaj Abdul Rahman Ebrat","الحاج عبدالرحمن عبرت","الحاج عبدالرحمن عبرت","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1461-78",41,"Hujatullah Kheradmand","حجت الله  خردمند","حجت الله  خردمند","YES","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1221-40",42,"Amanullah Paiman","امان الله پیمان","امان الله پیمان","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,"Yes","Yes","Yes",2233831,"Yes","14-01-0021"
"General","G-17","17-1285-22",43,"Junaidullah Aini","جنید الله   عینی","جنید الله   عینی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1337-64",44,"Sayed Abdul Qader Mudadedi","سید عبدالقادر مجددی","سید عبدالقادر مجددی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1433-28",45,"Sayed Khairuddin Sayad","سید خیر الدین  صیاد","سید خیر الدین  صیاد","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1230-36",46,"Samiullah Zahori","سمیع الله ظهوری","سمیع الله ظهوری","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1177-33",47,"Basira Moheb","بصیره  محب","بصیره  محب","NO","F","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1197-57",48,"Dr Sebghatullah Khaksar","داکتر صبغت الله خاکساری","داکتر صبغت الله خاکساری","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1555-74",49,"Dawlat Mohammad Farzad","دولت محمد فرزاد","دولت محمد فرزاد","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1250-9",50,"Mohammad Reza Salimi","محمد رضا   سلیمی","محمد رضا   سلیمی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1553-23",51,"Abdul Rauf Enaami","عبدالروف      انعامی","عبدالروف      انعامی","YES","M","مستقل / خپلواک","Mustaqil","Independent",NA,"Yes","Yes","No",11647791,NA,NA
"General","G-17","17-1585-6",52,"Abdul Shokor Waqef Hakimi","عبدالشکور واقف حکیمی","عبدالشکور واقف حکیمی","YES","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1141-35",53,"Mohammad Sediq Karim","محمدصدیق  کریم","محمدصدیق  کریم","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1002-45",54,"Iran Gull Saihon","ایران گل سیحون","ایران گل سیحون","NO","F","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1249-41",55,"Tamkin Sharifi","تمکین شریفی","تمکین شریفی","NO","F","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1561-51",56,"Azimullah Azimi","عظیم الله عظیمی","عظیم الله عظیمی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1033-20",57,"Sakhidad Haidari","سخیداد  حیدری","سخیداد  حیدری","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1009-4",58,"Haji Abdul Qadir","حاجی عبدالقدیر","حاجی عبدالقدیر","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1202-69",59,"Mohammad Zaker","محمدذاکر","محمدذاکر","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1117-49",60,"Farid Ahmad Rahimi","فرید احمد  رحیمی","فرید احمد  رحیمی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1521-7",61,"Haji Mohammad Yaqoob Esmati","حاجی محمدیعقوب  عصمتی","حاجی محمدیعقوب  عصمتی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1338-59",62,"Mohammad Nabi Qate","محمدنبی قاطع","محمدنبی قاطع","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1093-32",63,"Mufti Hafiz Rahman Naqi"," مفتی حفیظ الرحمن  نقی"," مفتی حفیظ الرحمن  نقی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1094-39",64,"Dr Nahid Dawar","داکتر ناهیده  داور","داکتر ناهیده  داور","NO","F","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1134-67",65,"Khalid Walizada","خالد ولی زاده","خالد ولی زاده","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1665-77",66,"Alhaj Sayed Basir Ahmadi","الحاج سید البصیر احمدی ","الحاج سید البصیر احمدی ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1234-61",67,"Noorulhaq Aref","نورالحق عارف","نورالحق عارف","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1537-10",68,"Nilofar Ibrahimi","نیلوفر  ابراهیمی","نیلوفر  ابراهیمی","YES","F","مستقل / خپلواک","Mustaqil","Independent",NA,"Yes","Yes","Yes",1840837,NA,NA
"General","G-17","17-1169-15",69,"Fazel Azim Zalmai Mujadedi","فضل عظیم زلمی   مجددی","فضل عظیم زلمی   مجددی","YES","M","مستقل / خپلواک","Mustaqil","Independent",NA,"Yes","Yes","Yes",2233825,"Yes","14-02-0036"
"General","G-17","17-1325-1",70,"Ustori Yazdan Parast","استوری یزدان پرست","استوری یزدان پرست","NO","F","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1170-18",71,"Lal Mohammad Badakhsh","لعل محمد  بدخش","لعل محمد  بدخش","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1233-47",72,"Abdul Wali Neyazi","عبدالولی  نیازی","عبدالولی  نیازی","YES","M","مستقل / خپلواک","Mustaqil","Independent",NA,"Yes","No","Yes",2474774,NA,NA
"General","G-17","17-1005-58",73,"Mohammad Sardar Sarwari","محمدسردار سروری","محمدسردار سروری","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1261-62",74,"Kubra Dehqan","کبرا دهقان ","کبرا دهقان ","NO","F","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1401-81",75,"Mawlawi Abdul Tawab Qazaizadah","مولوی عبدالتواب قاضی زاده","مولوی عبدالتواب قاضی زاده","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-17","17-1225-70",76,"Qazi Emaduddin Emad","قاضی عمادالدین عماد","قاضی عمادالدین عماد","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-18","18-1141-4",1,"Abdullah Bek","عبدالله  بیک","عبدالله  بیک","YES","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-18","18-1006-32",2,"Mawlawi Ahmadullah Ahmadi","مولوی احمدالله احمدی","مولوی احمدالله احمدی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-18","18-1045-90",3,"Shahnaz Mariam Mahtab","شهناز مریم  مهتاب","شهناز مریم  مهتاب","NO","F","حزب جنبش ملی اسلامی افغانستان","Hezb-e Junbish-e Milli Islami Afghanistan","Nationalist Movement Party of Afghanistan","24",NA,NA,NA,NA,NA,NA
"General","G-18","18-1050-257",4,"Rayes Abdul Baqi Malekzadah","ریس عبدالباقی ملک زاده","ریس عبدالباقی ملک زاده","YES","M","مستقل / خپلواک","Mustaqil","Independent",NA,"Yes","Yes","Yes",2031376,"Yes","15-84-0031"
"General","G-18","18-1274-18",5,"Ghullam Sarwar Saadat","غلام سرور سعادت","غلام سرور سعادت","YES","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
